commit_hash,actor,branch,commit_message,event_type,files_changed,lines_added,lines_deleted,lines_changed,execution_time_seg,test_duration_sec,build_duration_sec,failed_job_name,failed_steps_count,log_category,dia_semana,hora_dia,is_weekend,is_hotfix_branch,is_feature_branch,is_main_branch,has_docker_change,has_db_change,has_api_change,has_frontend_change,has_login_change,has_dependency_change,has_env_change,has_migration_change,commit_action,commit_scope,risk_score_synthetic,status
de630931,junior_juan,feature/api,merge docker module,pull_request,7,286,71,357,484,168,288,none,0,none,3,2,0,0,1,0,1,0,0,0,0,0,0,0,merge,docker,0.2649,success
49901f1a,carlos_dev,feature/api,add database module,push,13,64,316,380,440,172,226,none,0,none,2,7,0,0,1,0,0,1,0,0,0,0,0,0,add,database,0.4409,success
e638cce3,carlos_dev,main,add dependencies module,pull_request,13,402,213,615,625,255,295,security-and-build,4,dependency,1,3,0,0,0,1,0,0,0,0,0,1,0,0,add,dependencies,0.5652,failure
2267d11b,anndrew492,feature/api,remove frontend module,push,12,347,37,384,69,30,25,none,0,none,6,15,1,0,1,0,0,0,0,1,0,0,0,0,remove,frontend,0.2613,success
c9ba761b,anndrew492,feature/dashboard,remove dashboard module,pull_request,13,301,48,349,310,199,73,none,0,none,6,2,1,0,1,0,0,0,0,1,0,0,0,0,remove,dashboard,0.1920,success
1bcfb7e0,anndrew492,hotfix/urgente,merge login module,pull_request,5,379,320,699,524,195,319,quality-and-testing,1,timeout,3,0,0,1,0,0,0,0,0,0,1,0,0,0,merge,login,0.8810,failure
4ab08331,junior_juan,ci/cd-proyecto,update security module,pull_request,10,15,233,248,533,193,257,none,0,none,2,11,0,0,0,0,0,0,0,0,0,0,0,0,update,security,0.0300,success
a8ebddf3,junior_juan,feature/pagos,refactor tests module,pull_request,7,365,144,509,558,239,283,none,0,none,1,13,0,0,1,0,0,0,0,0,0,0,0,0,refactor,tests,0.0400,success
42c5cf41,maria_backend,feature/api,merge security module,pull_request,10,136,93,229,334,217,34,none,0,none,3,7,0,0,1,0,0,0,0,0,0,0,0,0,merge,security,0.0300,success
f3e09233,carlos_dev,feature/api,add login module,pull_request,12,206,150,356,266,63,167,none,0,none,5,4,0,0,1,0,0,0,0,0,1,0,0,0,add,login,0.2938,success
6631b5ae,maria_backend,release/v1,fix docker module,push,9,22,157,179,271,40,146,none,0,none,6,9,1,0,0,0,1,0,0,0,0,0,0,0,fix,docker,0.4319,success
12c2850e,carlos_dev,main,fix login module,pull_request,5,27,290,317,265,176,34,none,0,none,6,7,1,0,0,1,0,0,0,0,1,0,0,0,fix,login,0.4090,success
e5ce3522,anndrew492,release/v1,update dashboard module,push,10,639,154,793,293,159,106,none,0,none,2,5,0,0,0,0,0,0,0,1,0,0,0,0,update,dashboard,0.3485,success
cb07be78,anndrew492,release/v1,update migration module,pull_request,4,42,19,61,363,149,160,none,0,none,6,14,1,0,0,0,0,0,0,0,0,0,0,1,update,migration,0.2697,success
4918e2cf,anndrew492,feature/dashboard,rollback billing module,push,6,466,123,589,554,237,288,none,0,none,7,15,1,0,1,0,0,0,0,0,0,0,0,0,rollback,billing,0.3398,success
a00a6044,carlos_dev,feature/dashboard,fix billing module,pull_request,13,640,338,978,506,181,312,none,0,none,3,3,0,0,1,0,0,0,0,0,0,0,0,0,fix,billing,0.3457,success
30d233b3,anndrew492,hotfix/urgente,remove dashboard module,pull_request,9,408,12,420,242,139,32,none,0,none,6,17,1,1,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.4159,success
a9fcc072,carlos_dev,hotfix/urgente,refactor tests module,push,12,151,356,507,253,106,91,quality-and-testing,3,test,5,15,0,1,0,0,0,0,0,0,0,0,0,0,refactor,tests,0.6730,failure
833de634,maria_backend,feature/api,merge tests module,push,13,378,304,682,240,122,91,none,0,none,6,20,1,0,1,0,0,0,0,0,0,0,0,0,merge,tests,0.4143,success
5b2a8ce3,junior_juan,feature/dashboard,remove dashboard module,pull_request,9,590,162,752,408,237,82,none,0,none,6,7,1,0,1,0,0,0,0,1,0,0,0,0,remove,dashboard,0.1560,success
72e74355,anndrew492,release/v1,remove security module,pull_request,9,222,341,563,508,240,183,none,0,none,5,22,0,0,0,0,0,0,0,0,0,0,0,0,remove,security,0.1063,success
0b895a44,anndrew492,feature/pagos,remove billing module,pull_request,14,407,94,501,434,153,246,none,0,none,3,4,0,0,1,0,0,0,0,0,0,0,0,0,remove,billing,0.1978,success
d792a35d,carlos_dev,feature/pagos,add database module,pull_request,22,570,176,746,515,236,198,quality-and-testing,4,database,5,16,0,0,1,0,0,1,0,0,0,0,0,0,add,database,0.6433,failure
aa480cec,maria_backend,release/v1,merge docker module,pull_request,12,66,194,260,563,183,313,none,0,none,5,5,0,0,0,0,1,0,0,0,0,0,0,0,merge,docker,0.3747,success
428ed07e,junior_juan,ci/cd-proyecto,fix dashboard module,pull_request,5,494,33,527,435,161,242,none,0,none,6,10,1,0,0,0,0,0,0,1,0,0,0,0,fix,dashboard,0.1284,success
c2341055,carlos_dev,feature/dashboard,remove dependencies module,push,11,292,217,509,568,153,393,security-and-build,4,dependency,4,20,0,0,1,0,0,0,0,0,0,1,0,0,remove,dependencies,0.6417,failure
a8a6aa50,junior_juan,ci/cd-proyecto,update auth module,push,12,281,99,380,221,74,102,none,0,none,1,7,0,0,0,0,0,0,0,0,1,0,0,0,update,auth,0.3552,success
fbfdd122,maria_backend,release/v1,fix login module,pull_request,3,480,168,648,435,199,164,none,0,none,1,7,0,0,0,0,0,0,0,0,1,0,0,0,fix,login,0.4121,success
2ed9e4fb,carlos_dev,feature/dashboard,merge environment module,push,13,410,168,578,492,228,222,quality-and-testing,1,test,7,11,1,0,1,0,0,0,0,0,0,0,1,0,merge,environment,0.5074,failure
1d981b91,anndrew492,feature/api,merge docker module,push,12,272,320,592,570,115,445,security-and-build,1,docker,7,0,1,0,1,0,1,0,0,0,0,0,0,0,merge,docker,0.5485,failure
3475240e,maria_backend,hotfix/urgente,remove dependencies module,pull_request,16,120,181,301,295,95,158,security-and-build,2,dependency,4,2,0,1,0,0,0,0,0,0,0,1,0,0,remove,dependencies,0.7835,failure
412450d1,anndrew492,release/v1,add environment module,pull_request,4,631,329,960,538,188,319,quality-and-testing,4,timeout,4,5,0,0,0,0,0,0,0,0,0,0,1,0,add,environment,0.6439,failure
122d64ce,carlos_dev,feature/pagos,rollback billing module,pull_request,6,631,68,699,428,245,135,none,0,none,1,18,0,0,1,0,0,0,0,0,0,0,0,0,rollback,billing,0.1961,success
b3c487c1,maria_backend,ci/cd-proyecto,add tests module,pull_request,10,442,35,477,366,115,218,none,0,none,6,2,1,0,0,0,0,0,0,0,0,0,0,0,add,tests,0.2858,success
a4ac260a,anndrew492,feature/api,update frontend module,push,12,572,130,702,666,334,280,none,0,none,3,13,0,0,1,0,0,0,0,1,0,0,0,0,update,frontend,0.3281,success
50aaf48f,maria_backend,hotfix/urgente,fix environment module,push,19,400,282,682,357,175,167,quality-and-testing,2,runtime,3,9,0,1,0,0,0,0,0,0,0,0,1,0,fix,environment,0.9200,failure
39ff199b,carlos_dev,main,fix login module,push,15,177,49,226,434,134,210,security-and-build,1,security,6,1,1,0,0,1,0,0,0,0,1,0,0,0,fix,login,0.7781,failure
dc34f96a,carlos_dev,hotfix/urgente,rollback migration module,push,12,7,85,92,310,191,60,quality-and-testing,1,database,1,13,0,1,0,0,0,0,0,0,0,0,0,1,rollback,migration,0.7882,failure
f5eed420,anndrew492,feature/api,refactor login module,pull_request,5,34,141,175,403,156,168,none,0,none,6,1,1,0,1,0,0,0,0,0,1,0,0,0,refactor,login,0.3202,success
9793637c,carlos_dev,release/v1,fix security module,push,5,236,207,443,160,19,94,none,0,none,6,21,1,0,0,0,0,0,0,0,0,0,0,0,fix,security,0.4221,success
fb526732,junior_juan,release/v1,rollback dashboard module,pull_request,2,539,310,849,581,267,303,none,0,none,1,5,0,0,0,0,0,0,0,1,0,0,0,0,rollback,dashboard,0.2472,success
ce56c145,maria_backend,ci/cd-proyecto,merge dashboard module,pull_request,18,598,65,663,371,177,185,none,0,none,2,13,0,0,0,0,0,0,0,1,0,0,0,0,merge,dashboard,0.2254,success
8572c760,maria_backend,feature/api,remove dependencies module,pull_request,12,331,132,463,573,157,347,none,0,none,3,14,0,0,1,0,0,0,0,0,0,1,0,0,remove,dependencies,0.3443,success
b09beb63,anndrew492,release/v1,merge dashboard module,push,15,530,259,789,359,107,205,none,0,none,2,17,0,0,0,0,0,0,0,1,0,0,0,0,merge,dashboard,0.3872,success
696f67d9,maria_backend,feature/pagos,remove security module,pull_request,10,53,301,354,266,114,108,none,0,none,6,7,1,0,1,0,0,0,0,0,0,0,0,0,remove,security,0.1045,success
d5b9d218,maria_backend,hotfix/urgente,refactor auth module,push,8,23,199,222,508,188,256,quality-and-testing,4,syntax,7,21,1,1,0,0,0,0,0,0,1,0,0,0,refactor,auth,0.7599,failure
b57cda13,anndrew492,main,update migration module,pull_request,6,580,327,907,404,271,78,quality-and-testing,4,database,5,10,0,0,0,1,0,0,0,0,0,0,0,1,update,migration,0.6479,failure
851131cb,anndrew492,feature/api,refactor dependencies module,push,3,162,27,189,348,170,163,security-and-build,3,dependency,3,1,0,0,1,0,0,0,0,0,0,1,0,0,refactor,dependencies,0.4697,failure
22a4de25,anndrew492,main,merge dashboard module,pull_request,13,464,220,684,526,218,221,none,0,none,5,8,0,0,0,1,0,0,0,1,0,0,0,0,merge,dashboard,0.2137,success
e0dd4c8e,junior_juan,feature/pagos,update security module,push,13,634,112,746,481,166,275,none,0,none,1,10,0,0,1,0,0,0,0,0,0,0,0,0,update,security,0.2268,success
80d22c85,carlos_dev,feature/api,update docker module,push,6,293,161,454,371,102,208,none,0,none,5,16,0,0,1,0,1,0,0,0,0,0,0,0,update,docker,0.3582,success
f12c3122,anndrew492,feature/dashboard,merge migration module,pull_request,12,160,43,203,391,243,88,none,0,none,2,11,0,0,1,0,0,0,0,0,0,0,0,1,merge,migration,0.2990,success
4aa50476,carlos_dev,feature/dashboard,rollback frontend module,pull_request,10,34,23,57,305,123,128,none,0,none,6,15,1,0,1,0,0,0,0,1,0,0,0,0,rollback,frontend,0.0300,success
ee75a8ab,carlos_dev,ci/cd-proyecto,fix dashboard module,pull_request,19,9,155,164,258,136,57,none,0,none,3,22,0,0,0,0,0,0,0,1,0,0,0,0,fix,dashboard,0.1877,success
2171090b,junior_juan,main,merge auth module,push,7,309,341,650,451,142,268,quality-and-testing,3,test,5,1,0,0,0,1,0,0,0,0,1,0,0,0,merge,auth,0.9153,failure
cc285a06,junior_juan,feature/dashboard,refactor migration module,pull_request,9,395,239,634,524,201,264,quality-and-testing,5,database,6,13,1,0,1,0,0,0,0,0,0,0,0,1,refactor,migration,0.5973,failure
00a5a1db,carlos_dev,feature/pagos,remove environment module,pull_request,11,539,171,710,531,294,219,telemetry-dispatch,1,timeout,4,17,0,0,1,0,0,0,0,0,0,0,1,0,remove,environment,0.6682,failure
46b0d714,maria_backend,main,add dashboard module,pull_request,8,7,330,337,351,65,246,none,0,none,1,2,0,0,0,1,0,0,0,1,0,0,0,0,add,dashboard,0.0300,success
2e9b34d1,anndrew492,hotfix/urgente,rollback billing module,pull_request,20,394,346,740,498,177,264,security-and-build,3,docker,2,3,0,1,0,0,0,0,0,0,0,0,0,0,rollback,billing,0.9000,failure
68932c01,junior_juan,feature/dashboard,update environment module,pull_request,18,619,105,724,601,293,237,telemetry-dispatch,5,timeout,1,5,0,0,1,0,0,0,0,0,0,0,1,0,update,environment,0.7072,failure
c457b704,maria_backend,main,update dependencies module,pull_request,13,341,280,621,493,182,227,security-and-build,3,dependency,3,1,0,0,0,1,0,0,0,0,0,1,0,0,update,dependencies,0.6906,failure
283c1909,junior_juan,feature/pagos,merge dashboard module,push,2,326,30,356,375,62,260,none,0,none,4,20,0,0,1,0,0,0,0,1,0,0,0,0,merge,dashboard,0.2368,success
7ac44f2d,maria_backend,feature/api,merge environment module,pull_request,2,198,256,454,402,148,183,none,0,none,4,14,0,0,1,0,0,0,0,0,0,0,1,0,merge,environment,0.3058,success
6764246b,junior_juan,release/v1,rollback docker module,push,7,312,81,393,465,131,244,security-and-build,5,docker,2,15,0,0,0,0,1,0,0,0,0,0,0,0,rollback,docker,0.5049,failure
742a0ed3,carlos_dev,feature/dashboard,update environment module,pull_request,3,510,257,767,613,254,342,security-and-build,2,timeout,3,20,0,0,1,0,0,0,0,0,0,0,1,0,update,environment,0.4632,failure
01489224,maria_backend,main,merge docker module,push,9,304,45,349,408,85,276,security-and-build,2,docker,6,12,1,0,0,1,1,0,0,0,0,0,0,0,merge,docker,0.7737,failure
8a693ffe,anndrew492,ci/cd-proyecto,refactor database module,pull_request,16,464,316,780,538,295,218,quality-and-testing,1,database,5,23,0,0,0,0,0,1,0,0,0,0,0,0,refactor,database,0.7276,failure
01653d14,maria_backend,feature/dashboard,fix frontend module,push,22,136,300,436,190,127,45,none,0,none,2,8,0,0,1,0,0,0,0,1,0,0,0,0,fix,frontend,0.2983,success
12c3f733,anndrew492,hotfix/urgente,rollback billing module,pull_request,22,473,131,604,513,181,245,security-and-build,3,docker,2,3,0,1,0,0,0,0,0,0,0,0,0,0,rollback,billing,0.8928,failure
11c66404,junior_juan,feature/pagos,rollback database module,pull_request,18,532,335,867,503,212,235,quality-and-testing,4,database,5,16,0,0,1,0,0,1,0,0,0,0,0,0,rollback,database,0.6800,failure
f2d9e5e3,junior_juan,main,fix login module,push,7,526,287,813,407,184,133,quality-and-testing,3,database,2,23,0,0,0,1,0,0,0,0,1,0,0,0,fix,login,0.8805,failure
42ed8943,maria_backend,feature/dashboard,remove frontend module,pull_request,18,160,77,237,322,192,57,none,0,none,2,15,0,0,1,0,0,0,0,1,0,0,0,0,remove,frontend,0.0300,success
0c172178,junior_juan,feature/dashboard,add api module,pull_request,15,53,331,384,161,79,46,none,0,none,3,6,0,0,1,0,0,0,1,0,0,0,0,0,add,api,0.3116,success
252cd6d7,anndrew492,main,update api module,push,1,444,46,490,274,204,55,quality-and-testing,3,database,6,17,1,0,0,1,0,0,1,0,0,0,0,0,update,api,0.6766,failure
9394bb75,maria_backend,main,merge frontend module,push,6,594,355,949,286,179,99,security-and-build,2,docker,7,18,1,0,0,1,0,0,0,1,0,0,0,0,merge,frontend,0.6092,failure
c34296eb,junior_juan,feature/api,remove migration module,pull_request,8,450,252,702,537,321,190,quality-and-testing,2,database,3,12,0,0,1,0,0,0,0,0,0,0,0,1,remove,migration,0.6938,failure
4c189e39,junior_juan,feature/api,refactor auth module,push,12,151,272,423,321,66,194,quality-and-testing,5,runtime,6,21,1,0,1,0,0,0,0,0,1,0,0,0,refactor,auth,0.5309,failure
b5557c74,anndrew492,feature/pagos,fix security module,pull_request,5,627,108,735,435,209,140,none,0,none,2,11,0,0,1,0,0,0,0,0,0,0,0,0,fix,security,0.1177,success
ec74e82a,junior_juan,feature/api,update login module,pull_request,16,564,164,728,478,101,333,security-and-build,1,security,5,0,0,0,1,0,0,0,0,0,1,0,0,0,update,login,0.6405,failure
eef71d6f,anndrew492,release/v1,update dashboard module,push,16,482,219,701,526,265,187,none,0,none,4,6,0,0,0,0,0,0,0,1,0,0,0,0,update,dashboard,0.3549,success
838f4b02,junior_juan,feature/pagos,merge frontend module,pull_request,18,533,12,545,447,131,226,none,0,none,4,6,0,0,1,0,0,0,0,1,0,0,0,0,merge,frontend,0.0968,success
dad92f6f,maria_backend,main,fix security module,push,10,467,105,572,381,201,162,none,0,none,2,8,0,0,0,1,0,0,0,0,0,0,0,0,fix,security,0.2949,success
9f2ee18c,maria_backend,feature/api,merge environment module,push,5,351,282,633,372,230,104,quality-and-testing,2,syntax,2,2,0,0,1,0,0,0,0,0,0,0,1,0,merge,environment,0.6324,failure
c23c590f,carlos_dev,main,add billing module,push,6,20,85,105,274,146,103,none,0,none,1,19,0,0,0,1,0,0,0,0,0,0,0,0,add,billing,0.1772,success
a2ec4fff,carlos_dev,feature/dashboard,rollback security module,push,5,399,336,735,485,252,209,security-and-build,1,security,6,18,1,0,1,0,0,0,0,0,0,0,0,0,rollback,security,0.4597,failure
a5bfaf8a,anndrew492,release/v1,update api module,pull_request,2,498,168,666,424,131,257,quality-and-testing,3,test,6,9,1,0,0,0,0,0,1,0,0,0,0,0,update,api,0.5518,failure
cd177b94,carlos_dev,feature/api,add auth module,pull_request,1,202,138,340,232,56,125,none,0,none,2,1,0,0,1,0,0,0,0,0,1,0,0,0,add,auth,0.2264,success
6cbd8008,maria_backend,main,add security module,pull_request,13,340,155,495,219,91,97,none,0,none,4,21,0,0,0,1,0,0,0,0,0,0,0,0,add,security,0.1628,success
5b5df7f5,junior_juan,feature/pagos,fix database module,push,20,436,178,614,486,164,292,quality-and-testing,1,database,6,14,1,0,1,0,0,1,0,0,0,0,0,0,fix,database,0.6924,failure
4ab268fa,carlos_dev,ci/cd-proyecto,update auth module,push,11,157,285,442,335,96,191,quality-and-testing,5,syntax,6,10,1,0,0,0,0,0,0,0,1,0,0,0,update,auth,0.5633,failure
0db3b838,anndrew492,ci/cd-proyecto,merge api module,pull_request,5,404,11,415,286,215,62,none,0,none,6,23,1,0,0,0,0,0,1,0,0,0,0,0,merge,api,0.3907,success
cce7bf17,maria_backend,feature/pagos,remove dashboard module,pull_request,7,534,245,779,462,113,320,none,0,none,4,23,0,0,1,0,0,0,0,1,0,0,0,0,remove,dashboard,0.0300,success
e6a19e4f,anndrew492,feature/dashboard,rollback security module,pull_request,6,55,97,152,434,183,240,none,0,none,7,8,1,0,1,0,0,0,0,0,0,0,0,0,rollback,security,0.0300,success
6abfe281,anndrew492,feature/api,update tests module,push,13,246,196,442,306,104,112,none,0,none,3,11,0,0,1,0,0,0,0,0,0,0,0,0,update,tests,0.1568,success
21f4df5b,junior_juan,feature/dashboard,refactor login module,pull_request,7,353,103,456,175,101,40,none,0,none,7,13,1,0,1,0,0,0,0,0,1,0,0,0,refactor,login,0.3463,success
de7c6d2a,carlos_dev,main,rollback login module,push,3,337,9,346,346,58,219,security-and-build,3,dependency,7,13,1,0,0,1,0,0,0,0,1,0,0,0,rollback,login,0.8001,failure
cab3706a,junior_juan,main,fix migration module,push,13,550,251,801,626,380,201,quality-and-testing,3,database,5,12,0,0,0,1,0,0,0,0,0,0,0,1,fix,migration,0.8612,failure
65e9f4e2,anndrew492,feature/pagos,rollback auth module,pull_request,14,9,271,280,266,165,66,none,0,none,5,8,0,0,1,0,0,0,0,0,1,0,0,0,rollback,auth,0.4454,success
f5e23cb5,anndrew492,hotfix/urgente,refactor tests module,push,19,223,353,576,275,67,180,quality-and-testing,4,test,3,4,0,1,0,0,0,0,0,0,0,0,0,0,refactor,tests,0.7432,failure
a31f1066,maria_backend,feature/pagos,add tests module,pull_request,12,11,336,347,200,76,65,none,0,none,5,11,0,0,1,0,0,0,0,0,0,0,0,0,add,tests,0.0300,success
f1f47b4e,carlos_dev,main,refactor migration module,pull_request,6,350,314,664,503,239,179,quality-and-testing,1,database,4,5,0,0,0,1,0,0,0,0,0,0,0,1,refactor,migration,0.6272,failure
8b56b9b3,maria_backend,main,update frontend module,pull_request,16,183,162,345,320,55,219,none,0,none,4,2,0,0,0,1,0,0,0,1,0,0,0,0,update,frontend,0.1701,success
72510c11,maria_backend,feature/pagos,merge tests module,pull_request,18,276,160,436,327,198,104,none,0,none,3,20,0,0,1,0,0,0,0,0,0,0,0,0,merge,tests,0.1885,success
3daa2f89,maria_backend,release/v1,remove auth module,pull_request,18,453,170,623,477,228,191,quality-and-testing,5,test,1,10,0,0,0,0,0,0,0,0,1,0,0,0,remove,auth,0.7209,failure
5d1f8e25,anndrew492,main,remove security module,push,6,118,245,363,250,49,117,none,0,none,4,7,0,0,0,1,0,0,0,0,0,0,0,0,remove,security,0.2410,success
2c4bf499,maria_backend,feature/pagos,add security module,push,8,139,1,140,430,191,210,none,0,none,5,9,0,0,1,0,0,0,0,0,0,0,0,0,add,security,0.0300,success
0d3354f8,junior_juan,hotfix/urgente,merge docker module,push,21,284,261,545,361,67,274,security-and-build,5,docker,2,18,0,1,0,0,1,0,0,0,0,0,0,0,merge,docker,0.7238,failure
9010f65b,maria_backend,feature/api,add login module,pull_request,16,310,1,311,321,95,144,none,0,none,4,6,0,0,1,0,0,0,0,0,1,0,0,0,add,login,0.3247,success
04871b30,anndrew492,release/v1,remove dependencies module,push,16,373,226,599,607,222,303,security-and-build,2,dependency,7,14,1,0,0,0,0,0,0,0,0,1,0,0,remove,dependencies,0.6789,failure
b5689243,carlos_dev,hotfix/urgente,update migration module,push,12,285,214,499,281,116,144,quality-and-testing,5,database,4,9,0,1,0,0,0,0,0,0,0,0,0,1,update,migration,0.8234,failure
89de7e70,carlos_dev,release/v1,add migration module,pull_request,11,268,183,451,366,133,160,none,0,none,7,8,1,0,0,0,0,0,0,0,0,0,0,1,add,migration,0.4190,success
f10ef59b,anndrew492,ci/cd-proyecto,merge api module,push,6,509,178,687,417,241,135,security-and-build,2,dependency,5,7,0,0,0,0,0,0,1,0,0,0,0,0,merge,api,0.6229,failure
1bc9aec6,carlos_dev,feature/dashboard,rollback database module,pull_request,19,168,86,254,389,246,123,quality-and-testing,4,database,1,9,0,0,1,0,0,1,0,0,0,0,0,0,rollback,database,0.5026,failure
4a338b41,carlos_dev,feature/pagos,add login module,pull_request,2,460,359,819,482,163,262,quality-and-testing,5,database,7,0,1,0,1,0,0,0,0,0,1,0,0,0,add,login,0.6940,failure
5b925a14,junior_juan,feature/api,fix migration module,push,17,198,94,292,312,169,109,none,0,none,1,19,0,0,1,0,0,0,0,0,0,0,0,1,fix,migration,0.3637,success
1de48418,carlos_dev,feature/dashboard,fix login module,pull_request,5,441,138,579,626,249,329,none,0,none,5,21,0,0,1,0,0,0,0,0,1,0,0,0,fix,login,0.2160,success
eff86b53,carlos_dev,feature/pagos,fix frontend module,pull_request,14,433,127,560,396,138,209,none,0,none,5,2,0,0,1,0,0,0,0,1,0,0,0,0,fix,frontend,0.1509,success
48178f74,junior_juan,hotfix/urgente,merge security module,pull_request,18,619,202,821,510,319,153,security-and-build,2,security,6,16,1,1,0,0,0,0,0,0,0,0,0,0,merge,security,0.7445,failure
5fddf9f0,junior_juan,feature/pagos,update login module,pull_request,12,298,236,534,271,160,69,none,0,none,2,19,0,0,1,0,0,0,0,0,1,0,0,0,update,login,0.2730,success
78be48de,maria_backend,hotfix/urgente,merge billing module,push,18,574,110,684,348,61,250,security-and-build,4,docker,5,1,0,1,0,0,0,0,0,0,0,0,0,0,merge,billing,0.7626,failure
0901f05c,anndrew492,feature/dashboard,add api module,push,9,601,152,753,478,152,317,security-and-build,2,dependency,5,15,0,0,1,0,0,0,1,0,0,0,0,0,add,api,0.5950,failure
14c4ceca,anndrew492,hotfix/urgente,add login module,push,13,374,1,375,463,157,234,quality-and-testing,2,syntax,7,3,1,1,0,0,0,0,0,0,1,0,0,0,add,login,0.7917,failure
deb7e986,anndrew492,release/v1,update docker module,push,13,611,326,937,561,184,302,security-and-build,5,docker,7,12,1,0,0,0,1,0,0,0,0,0,0,0,update,docker,0.7730,failure
81fe3897,junior_juan,ci/cd-proyecto,refactor dashboard module,pull_request,13,581,203,784,383,219,150,none,0,none,5,15,0,0,0,0,0,0,0,1,0,0,0,0,refactor,dashboard,0.1411,success
a24a3ffa,maria_backend,feature/pagos,refactor frontend module,push,11,342,1,343,479,213,196,none,0,none,3,2,0,0,1,0,0,0,0,1,0,0,0,0,refactor,frontend,0.1849,success
be7e4d3b,maria_backend,ci/cd-proyecto,refactor security module,push,15,134,276,410,91,31,25,none,0,none,3,12,0,0,0,0,0,0,0,0,0,0,0,0,refactor,security,0.3770,success
567bd294,junior_juan,main,fix migration module,push,10,632,105,737,699,296,327,quality-and-testing,5,database,5,10,0,0,0,1,0,0,0,0,0,0,0,1,fix,migration,0.9200,failure
f33aca36,maria_backend,feature/pagos,remove api module,pull_request,1,607,61,668,424,220,181,security-and-build,3,dependency,5,10,0,0,1,0,0,0,1,0,0,0,0,0,remove,api,0.4687,failure
3f6c1334,maria_backend,feature/api,update security module,pull_request,3,197,33,230,424,87,253,none,0,none,4,7,0,0,1,0,0,0,0,0,0,0,0,0,update,security,0.0300,success
fa288c6c,carlos_dev,hotfix/urgente,refactor security module,pull_request,18,344,199,543,369,140,190,security-and-build,1,security,2,12,0,1,0,0,0,0,0,0,0,0,0,0,refactor,security,0.5514,failure
4ba6b71d,anndrew492,feature/api,add frontend module,pull_request,8,282,32,314,176,72,60,none,0,none,2,2,0,0,1,0,0,0,0,1,0,0,0,0,add,frontend,0.0300,success
47d6a5ec,maria_backend,ci/cd-proyecto,remove dashboard module,pull_request,17,225,269,494,494,199,247,none,0,none,1,8,0,0,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.1532,success
67463ad6,carlos_dev,ci/cd-proyecto,merge dashboard module,push,6,476,359,835,391,233,110,none,0,none,4,12,0,0,0,0,0,0,0,1,0,0,0,0,merge,dashboard,0.3474,success
72753aa5,carlos_dev,feature/dashboard,merge environment module,pull_request,13,562,160,722,439,138,296,security-and-build,1,security,4,22,0,0,1,0,0,0,0,0,0,0,1,0,merge,environment,0.6543,failure
f3e34bcd,anndrew492,feature/dashboard,refactor login module,push,5,648,20,668,408,257,142,security-and-build,1,dependency,6,9,1,0,1,0,0,0,0,0,1,0,0,0,refactor,login,0.6004,failure
7938cbf1,carlos_dev,ci/cd-proyecto,remove database module,pull_request,7,462,14,476,494,249,172,none,0,none,1,8,0,0,0,0,0,1,0,0,0,0,0,0,remove,database,0.3835,success
d2be74b0,anndrew492,feature/api,fix docker module,push,1,333,102,435,450,207,231,none,0,none,7,18,1,0,1,0,1,0,0,0,0,0,0,0,fix,docker,0.3232,success
ba800222,junior_juan,feature/pagos,add security module,push,15,439,101,540,496,216,213,none,0,none,2,1,0,0,1,0,0,0,0,0,0,0,0,0,add,security,0.3149,success
c6acb35d,anndrew492,release/v1,merge security module,pull_request,11,281,249,530,494,226,190,none,0,none,5,7,0,0,0,0,0,0,0,0,0,0,0,0,merge,security,0.0752,success
481b1668,maria_backend,feature/api,merge migration module,pull_request,9,169,4,173,361,230,108,none,0,none,4,0,0,0,1,0,0,0,0,0,0,0,0,1,merge,migration,0.2875,success
26ae3750,maria_backend,hotfix/urgente,fix database module,pull_request,16,131,16,147,321,193,58,quality-and-testing,4,database,1,12,0,1,0,0,0,1,0,0,0,0,0,0,fix,database,0.6735,failure
4f9e8642,junior_juan,release/v1,fix environment module,push,1,383,301,684,409,137,254,quality-and-testing,2,syntax,6,20,1,0,0,0,0,0,0,0,0,0,1,0,fix,environment,0.8537,failure
7b1b3624,maria_backend,ci/cd-proyecto,add dashboard module,pull_request,9,403,155,558,312,144,137,none,0,none,3,0,0,0,0,0,0,0,0,1,0,0,0,0,add,dashboard,0.0907,success
c3e521ee,anndrew492,feature/api,rollback auth module,pull_request,13,427,85,512,628,248,313,telemetry-dispatch,5,timeout,7,23,1,0,1,0,0,0,0,0,1,0,0,0,rollback,auth,0.5700,failure
f94a7683,anndrew492,feature/api,update docker module,pull_request,10,624,22,646,482,245,174,security-and-build,5,docker,1,14,0,0,1,0,1,0,0,0,0,0,0,0,update,docker,0.5832,failure
b210f311,carlos_dev,feature/pagos,update frontend module,pull_request,10,311,133,444,283,123,130,none,0,none,4,4,0,0,1,0,0,0,0,1,0,0,0,0,update,frontend,0.0300,success
024afe92,junior_juan,feature/dashboard,add login module,push,3,429,296,725,593,242,275,telemetry-dispatch,2,timeout,4,11,0,0,1,0,0,0,0,0,1,0,0,0,add,login,0.5650,failure
989e4651,anndrew492,feature/pagos,remove database module,push,8,439,33,472,266,136,92,quality-and-testing,5,database,3,23,0,0,1,0,0,1,0,0,0,0,0,0,remove,database,0.4936,failure
